2,1626044.43,4755664.46
2,1626033.17,4755662.42
2,1626031.36,4755672.4
2,1626042.67,4755674.45
2,1626044.43,4755664.46
6,1626042.67,4755674.45
6,1626054.06,4755676.51
6,1626055.87,4755666.53
6,1626044.43,4755664.46
6,1626042.67,4755674.45
26,1625832.76,4755887.78
26,1625822.85,4755889.39
26,1625823.18,4755891.43
26,1625807.98,4755893.9
26,1625809.17,4755901.26
26,1625807.91,4755901.46
26,1625808.8,4755907.0
26,1625837.01,4755902.42
26,1625836.22,4755897.53
26,1625834.39,4755897.83
26,1625832.76,4755887.78
30,1625440.2,4754691.15
30,1625437.62,4754691.5
30,1625426.77,4754692.96
30,1625428.18,4754703.48
30,1625432.2,4754702.94
30,1625437.08,4754739.3
30,1625443.43,4754738.45
30,1625439.62,4754710.07
30,1625441.85,4754709.77
30,1625453.17,4754708.25
30,1625452.76,4754705.19
30,1625452.36,4754702.19
30,1625448.89,4754702.66
30,1625441.87,4754703.6
30,1625440.2,4754691.15
32,1625461.65,4754556.58
32,1625451.58,4754558.01
32,1625453.05,4754568.33
32,1625453.58,4754572.0
32,1625463.64,4754570.56
32,1625462.92,4754565.51
32,1625461.65,4754556.58
77,1626048.32,4755471.14
77,1626062.99,4755481.42
77,1626070.35,4755471.16
77,1626055.79,4755460.72
77,1626048.32,4755471.14
79,1625997.08,4755509.54
79,1626002.37,4755502.47
79,1626006.23,4755505.36
79,1626018.12,4755489.48
79,1626008.27,4755482.26
79,1625991.05,4755504.58
79,1625997.08,4755509.54
85,1625332.18,4754317.3
85,1625357.88,4754307.37
85,1625347.94,4754281.42
85,1625357.95,4754277.59
85,1625339.57,4754229.62
85,1625328.35,4754233.92
85,1625319.48,4754210.78
85,1625300.37,4754218.18
85,1625291.8,4754221.46
85,1625295.3,4754230.59
85,1625289.67,4754232.75
85,1625291.86,4754238.46
85,1625295.5,4754247.96
85,1625297.54,4754253.29
85,1625306.37,4754249.91
85,1625327.87,4754306.03
85,1625332.18,4754317.3
115,1625309.23,4754826.45
115,1625313.82,4754835.82
115,1625324.25,4754831.15
115,1625319.9,4754821.44
115,1625309.23,4754826.45
127,1625150.76,4754068.51
127,1625163.82,4754063.76
127,1625170.6,4754060.88
127,1625168.14,4754055.07
127,1625160.8,4754058.19
127,1625156.52,4754048.12
127,1625144.3,4754053.32
127,1625150.76,4754068.51
135,1625485.91,4754871.17
135,1625480.9,4754872.29
135,1625476.86,4754873.19
135,1625479.59,4754885.47
135,1625484.27,4754884.43
135,1625488.64,4754883.45
135,1625485.91,4754871.17
142,1625039.68,4754517.89
142,1625069.84,4754592.27
142,1625082.32,4754587.22
142,1625103.94,4754578.45
142,1625090.12,4754544.37
142,1625080.05,4754522.17
142,1625072.86,4754504.43
142,1625039.68,4754517.89
143,1625830.15,4754593.74
143,1625841.06,4754595.67
143,1625854.12,4754521.82
143,1625855.9,4754511.75
143,1625844.99,4754509.82
143,1625843.81,4754516.49
143,1625830.15,4754593.74
145,1624919.66,4754125.0
145,1624886.69,4754137.91
145,1624891.7,4754150.71
145,1624924.68,4754137.8
145,1624919.66,4754125.0
