Algorithm,Map,start_x,start_y,goal_x,goal_y,x_coord,y_coord,Path_length,Iteration,Setup

RRT,Clear_6,0,0,100,100,"[100, 91.81878450434486, 83.41943803733874, 75.02009157033261, 65.34584037668371, 55.34716334064631, 45.79126647844594, 37.770266109055136, 29.639861740257842, 20.37013585943555, 12.631411791869667, 16.129847136757895, 25.74878591907325, 31.63937205591626, 30.112825997350576, 20.56473974835459, 21.682702679078893, 11.988689890908084, 6.41912993751213, 0]","[100, 94.7140603094933, 89.28718469573616, 83.86030908197901, 86.39188247459137, 86.22922476952132, 83.28222033128404, 77.3103233902585, 71.4882511818569, 67.73696045806409, 61.403545123027556, 52.035463668554826, 49.30123311827748, 41.220330015007875, 31.337533997125234, 28.36532118816733, 18.428009736596195, 15.973194863172807, 7.667774830114369, 0]",189.7403000671448,51,0

RRT,Clear_7,0,0,100,100,"[100, 96.6537217428114, 87.17785082713328, 77.70197991145517, 71.47755775681668, 62.67112473332326, 60.76947323030574, 51.35563577062677, 42.12570940102062, 33.06469996392004, 37.186287126336815, 32.59476616109688, 41.85823791334905, 46.22153494323606, 37.73018718530232, 30.1868406787299, 24.282906849499007, 14.524494252452484, 5.415193351292232, 0]","[100, 98.87173662864716, 95.67676082444994, 92.48178502025301, 84.65512744240759, 79.9173286494315, 70.09980749788444, 73.47318329710195, 69.62500720814124, 65.39439165236506, 56.283271015330214, 47.39969430176704, 43.63298604451818, 34.63511746196052, 29.35335513733506, 22.788454263614145, 14.717297881777467, 12.532490433556125, 8.406882951969797, 0]",183.53136749852956,55,0

RRT_Path_Smoothing,Clear_1,0,0,100,100,"[100, 97.69605754196613, 97.69605754196613, 94.8807084017908, 94.8807084017908, 84.9127676581843, 84.9127676581843, 72.59987879711748, 72.59987879711748, 36.24715055870419, 36.24715055870419, 2.7735338980203483, 2.7735332138663167, 0]","[100, 93.41485436997438, 93.41485436997438, 38.15589814938114, 38.15589814938114, 20.097176987771494, 20.097176987771494, 5.032883342025627, 5.032883342025627, 4.962336656416429, 4.962336656416429, 9.607681185961535, 9.60767992345605, 0]",182.53759986572098,454,0

RRT_Path_Smoothing,Clear_2,0,0,100,100,"[100, 99.04099086642448, 99.03749984234713, 99.03749739382376, 89.17474969710544, 89.17474967066342, 88.41916793617665, 88.41908007770373, 84.88098387915794, 84.88098387887254, 80.6998377422157, 80.6997722741585, 64.04649629488172, 64.04649629488172, 9.443169240744398, 9.44316924074306, 0]","[100, 96.4673679540166, 96.4545083230734, 96.45449460375967, 41.17010271397349, 41.17010256543786, 37.90824477541873, 37.90777371368798, 29.213680543136174, 29.213680542451414, 23.570772741071288, 23.57069660003321, 9.506513154443134, 9.506513154443134, 3.29037303214857, 3.290373032147596, 0]",166.34303255994288,221,0

RRT_Path_Smoothing,Clear_3,0,0,100,100,"[100, 90.6836639826638, 90.6836639826638, 40.19157349456051, 40.19157349456051, 21.77063234377346, 21.77063234377346, 13.25656975914625, 13.25656975914625, 6.009560787491228, 6.009560787491173, 0]","[100, 96.95344220707119, 96.95344220707119, 86.31409313037926, 86.31409313037926, 72.93920536103235, 72.93920536103235, 53.79367914466151, 53.79367914466151, 7.992820474741687, 7.992820474741596, 0]",161.4910259718971,111,0

RRT_Path_Smoothing,Clear_4,0,0,100,100,"[100, 99.5180079690577, 99.5180079690577, 86.41266699710759, 86.41266699710759, 65.52319598091974, 65.52319598091974, 5.635430990110562, 5.635430990110562, 0]","[100, 98.01837232218715, 98.01837232218715, 49.526040119483916, 49.526040119483916, 19.9973449202833, 19.9973449202833, 8.260866634663792, 8.260866634663792, 0]",159.46900397573643,80,0

RRT_Path_Smoothing,Clear_5,0,0,100,100,"[100, 94.89577712278552, 87.34045654461758, 87.31809404482777, 87.31809404482777, 71.72491648331314, 71.72491648331314, 59.49755331557473, 59.49755331557473, 9.176722508917846, 9.176722508917623, 0]","[100, 95.5741970505054, 89.02308027844958, 89.00369005590079, 89.00369005590079, 35.089581174813226, 35.089581174813226, 21.82597016757853, 21.82597016757853, 3.9733819341117966, 3.973381934111621, 0]",154.34273085756587,82,0

RRT_Path_Smoothing,Clear_6,0,0,100,100,"[100, 92.85255765442875, 92.85255765442875, 27.59419644714211, 27.59419644714211, 3.0215946228069788, 3.0215946228069788, 0]","[100, 97.09983958000036, 97.09983958000036, 63.08554974363159, 63.08554974363159, 9.532573940726813, 9.532573940726813, 0]",150.22577736198377,59,0

RRT_Path_Smoothing,Clear_7,0,0,100,100,"[100, 94.07707573102078, 94.07707573102078, 45.03615384649904, 45.03615384649904, 0.5608126923486303, 0.5608126923486303, 0]","[100, 95.99430868536442, 95.99430868536442, 62.35316599317479, 62.35316599317479, 9.984262072086278, 9.984262072086278, 0]",145.32708815878817,72,0

RRT_Sobol_Sampler,Clear_1,0,0,100,100,"[100, 96.64365781731817, 89.52147317825364, 97.00328966530805, 95.2635633820421, 93.52383709877614, 95.61043842239116, 94.6693691116269, 92.86760699719963, 91.796875, 88.77817864449909, 80.60275324669917, 75.22548493943404, 65.53049944308711, 56.3161873825824, 46.40043133023923, 36.41033558817938, 26.5625, 23.4375, 26.72025242658337, 16.739957548106915, 7.071067811865478, 0]","[100, 96.69201102040603, 89.67243226046094, 83.03749276909855, 73.18998788413836, 63.34248299917817, 53.562600846703674, 43.6069798940791, 33.770636402566936, 23.828125, 22.62557107735527, 16.866888974216916, 8.435697744522228, 5.9847272784367, 2.0993118242492472, 3.3946040346861985, 2.949646660909521, 4.6875, 7.8125, 10.250508250574116, 9.62304180632645, 7.071067811865478, 0]",196.47039708786656,245,0

RRT_Sobol_Sampler,Clear_2,0,0,100,100,"[100, 100, 94.59808255427532, 89.453125, 95.44444453561425, 93.39455699484034, 93.40825725336913, 91.8409928540342, 89.9076545097816, 88.28125, 82.48870755427532, 77.34375, 71.63189630757668, 62.061404832866174, 52.32413750997608, 42.49786594712418, 33.603691905824746, 23.98668032114935, 14.142135623730942, 7.071067811865478, 0]","[100, 100, 90.99680425712535, 82.421875, 78.24848877679368, 68.46084549200962, 58.46085487686823, 48.58443435612403, 38.773104026008575, 28.90625, 23.418679257125422, 14.84375, 11.907122784772506, 9.007865477720296, 6.730668717978913, 8.586574742832822, 13.157533955413305, 15.898535265194004, 14.142135623730942, 7.071067811865478, 0]",182.20272132866222,231,0

RRT_Sobol_Sampler,Clear_3,0,0,100,100,"[100, 90.23004063408202, 80.43879163059877, 70.64754262711553, 61.098549687896835, 51.32648891041235, 41.4548608638993, 35.13078334834823, 25.901244054477743, 16.46381329910291, 10.65815458655642, 9.713950750005756, 7.415883362311389, 13.605042445724749, 18.75, 24.158109367058614, 23.98668032114935, 14.142135623730942, 7.071067811865478, 0]","[100, 97.97182445317692, 95.93922932581155, 93.90663419844618, 90.93733565388182, 88.81440650736057, 90.41157891862231, 82.66522212479335, 78.81611775846342, 75.50932161453422, 67.36718879116201, 57.41186463194736, 47.679501800568, 39.82492925712548, 31.25, 25.897065761332833, 15.898535265194004, 14.142135623730942, 7.071067811865478, 0]",187.58756338965662,132,0

RRT_Sobol_Sampler,Clear_4,0,0,100,100,"[100, 94.68482324256719, 87.01270649611907, 79.30090520262702, 69.47739243680594, 67.85199833301597, 58.240076796848044, 48.62815526068012, 39.50600219527409, 29.54247281459098, 27.76770026103067, 19.183060270038027, 20.021132861154612, 19.383276942401167, 22.004108211555163, 25.350909857835205, 17.993441038720178, 16.739957548106915, 7.071067811865478, 0]","[100, 95.55647740564596, 89.14253753775897, 82.77636751099281, 80.90591383881888, 90.77293436212601, 88.01413672863576, 85.25533909514552, 81.15822749655523, 80.30495012063044, 70.46370109506812, 65.33496282673654, 55.370142992338174, 45.39050673509351, 35.74005371678268, 26.316735896584902, 19.544169722987945, 9.62304180632645, 7.071067811865478, 0]",186.9279143332817,103,0

RRT_Sobol_Sampler,Clear_5,0,0,100,100,"[100, 94.97298584043456, 89.87866223264128, 84.78433862484827, 78.07607275084884, 75.41092511270428, 85.02004422472972, 79.03228603028118, 79.31875112127933, 69.93242050887751, 61.7283118189005, 54.34148396117951, 44.351013923597584, 34.72363799643407, 25.350909857835205, 17.993441038720178, 16.739957548106915, 7.071067811865478, 0]","[100, 91.50858912599169, 82.90348209707666, 74.29837506816163, 66.88223260973125, 57.243924248463074, 54.47538133008429, 46.46621459409893, 36.47031854863904, 33.02114507740178, 27.303400714189863, 20.562868524488778, 20.126395812651836, 22.830768707996185, 26.316735896584902, 19.544169722987945, 9.62304180632645, 7.071067811865478, 0]",179.8678736307117,74,0

RRT_Sobol_Sampler,Clear_6,0,0,100,100,"[100, 99.63100267891093, 94.10412655126265, 88.57725042361409, 90.63769187414181, 87.36257843914757, 77.4202794897684, 72.26504249296738, 69.91383864861803, 71.875, 67.10460918691086, 59.95102155500186, 49.968187271247274, 40.693011702158174, 32.47713328883003, 25.350909857835205, 17.993441038720178, 16.739957548106915, 7.071067811865478, 0]","[100, 99.44359504500028, 91.10970998042006, 82.77582491584013, 72.9903979436051, 63.54192547510934, 62.46922253338937, 53.90046932730314, 44.18080675690916, 34.375, 30.29549390343314, 23.30792036231047, 23.893599167709652, 27.631395064033285, 33.332214469821366, 26.316735896584902, 19.544169722987945, 9.62304180632645, 7.071067811865478, 0]",176.9445038970392,75,0

RRT_Sobol_Sampler,Clear_7,0,0,100,100,"[100, 96.3864491418428, 92.51557218531073, 86.55265075360089, 86.84313108997597, 76.84442969214044, 71.40166428604087, 68.50365526661645, 69.98072883142382, 62.36906694090743, 52.9844650627748, 49.968187271247274, 40.693011702158174, 32.47713328883003, 25.350909857835205, 17.993441038720178, 16.739957548106915, 7.071067811865478, 0]","[100, 91.39252173971346, 82.1720927048263, 74.14441757442563, 64.14863740606552, 64.30979061553376, 55.920731983353015, 46.349862444834876, 36.45955134335042, 29.97398249671408, 33.42785678350426, 23.893599167709652, 27.631395064033285, 33.332214469821366, 26.316735896584902, 19.544169722987945, 9.62304180632645, 7.071067811865478, 0]",179.3352253216404,87,0

RRT_Star,Clear_1,0,0,100,100,"[100, 96.27258915557499, 86.59366968379467, 76.91475021201435, 67.48413546871043, 57.51765868038214, 47.55118189205385, 37.731626011697244, 27.780776155929853, 25.71926962898583, 15.72357945109157, 8.707277728948103, 6.562696094895536, 3.5702969803633673, 4.394953331560029, 3.783629880384163, 2.5976392393531778, 4.876781646584605, 5.594029695488343, 8.70398886595548, 8.73302007785505, 8.072566861936116, 0]","[100, 99.03197182805513, 96.51830560940311, 94.0046393907511, 97.33082422677256, 96.51269194668998, 95.6945596666074, 93.80344298259416, 92.8131969788285, 90.92857465006085, 90.6350139790768, 83.56283882223109, 78.39962489716976, 68.85784584191236, 58.89190675407769, 48.910610062863576, 38.981187813840926, 33.66474593668387, 25.62069796692394, 19.15567457913615, 14.986525679766144, 5.008359437936826, 0]",186.90095619712315,407,0

RRT_Star,Clear_2,0,0,100,100,"[100, 97.97173797060972, 94.22205337503252, 86.64451437243125, 89.83529412152384, 92.59761602913393, 90.38020991144698, 90.32021438202982, 90.42819300062355, 88.90966158238804, 88.11445245407988, 86.68263111764254, 76.70216360583943, 68.04269307971431, 60.95751651604916, 52.433460872370986, 42.46168988969343, 33.031150991368165, 25.823298926914383, 17.293637825636367, 9.950143861310668, 0]","[100, 94.98551130610204, 85.71513561610496, 79.18973120993522, 69.99412021520176, 67.44797152488427, 57.696914653485955, 47.697094628282976, 37.697677614380275, 27.813646942036545, 17.845314963101675, 7.948351405498629, 7.323636874018563, 12.324993710634994, 6.413203411673784, 8.311321710462854, 9.062176868951722, 12.388576737755136, 9.793482958866484, 4.697865238089626, 0.9973149649040851, 0]",192.67963898499792,189,0

RRT_Star,Clear_3,0,0,100,100,"[100, 99.58586320564855, 93.21027600626543, 91.74477113677791, 85.03026269645655, 78.31575425613518, 86.07945532441018, 89.80373617572037, 91.13549333338008, 91.23204120506423, 89.66609629925537, 87.81448626817715, 85.64914483658649, 75.6566455823569, 66.04968194074908, 58.49018803862899, 48.70376196120001, 39.563824373337106, 29.56640179681209, 19.668664813312805, 9.8978657602504, 4.99894345799653, 0]","[100, 99.49957281250437, 91.79555516824468, 90.88908749114594, 83.47859652192867, 76.0681055527111, 69.76533269289249, 60.48472214505873, 51.3176959585897, 44.699278402803735, 34.822648585301685, 24.995566602698144, 15.23281614575023, 15.620061099517885, 18.39607435395798, 11.8497737235401, 13.905464515225258, 9.848182063882877, 9.621153813686522, 11.047618887030463, 13.17634758385272, 7.841342563115283, 0]",194.79743564114574,164,0

RRT_Star,Clear_4,0,0,100,100,"[100, 97.40066721810227, 94.1439074912103, 90.88714776431804, 86.34327991950703, 90.45146606508787, 87.6956080200532, 91.43973245402496, 90.08597462095825, 80.29131728556, 71.53673528451269, 65.24214601362961, 57.69355248443592, 50.69593943526222, 41.203029824097754, 31.560394001927467, 22.99502503148098, 15.836137422194417, 6.449499051874616, 0]","[100, 92.45378499498847, 82.99897055570446, 73.54415611642045, 64.63611115644787, 55.70514379618319, 46.621354455469564, 37.348731729242864, 27.440788464901342, 29.456895526079034, 24.623957083791918, 16.853619516421798, 15.642871408976678, 16.720193595680204, 13.576204550810349, 10.926756608125157, 16.087614521312883, 9.105470996749412, 7.642248489801174, 0]",181.52963942691795,94,0

RRT_Star,Clear_5,0,0,100,100,"[100, 93.6545616709062, 85.32019116705747, 76.98582066320846, 67.5658328927637, 60.454691910066956, 51.892808467567974, 43.47614670225535, 33.81454812324061, 23.870912056563288, 22.568918108933534, 24.520096682140636, 18.54888098609816, 19.04844943322576, 25.842188284151124, 31.96575266509075, 24.657393849163928, 14.791370867545444, 8.048731147203972, 0]","[100, 95.79262688280888, 90.26648281080209, 84.74033873879559, 87.73576057538575, 84.94247138868867, 80.82614390936179, 75.42616199010261, 72.84672156668101, 73.9069582258633, 63.99207992301278, 54.18428189412488, 46.162774360541405, 36.17526058750293, 29.498087467692024, 21.77634405313107, 14.950811735599743, 13.319373558353647, 5.934469388245986, 0]",184.01927691227078,83,0

RRT_Star,Clear_6,0,0,100,100,"[100, 95.64423624712607, 86.22951350808383, 76.81479076904158, 67.40006802999933, 57.985345290957085, 48.57062255191484, 38.62969932278067, 29.09921062516251, 19.78903460935192, 14.133824798280493, 16.304178031172416, 21.526502421035097, 26.22355607464934, 27.297078618965802, 25.67573802757453, 19.152829669598294, 10.60274373984031, 4.081593996008, 0]","[100, 98.44043599188046, 95.06953169971189, 91.69862740754331, 88.32772311537474, 84.95681882320616, 81.58591453103759, 80.50053655426586, 77.47237123768036, 73.38203442788843, 65.13469534229462, 55.373057833942056, 52.238518263906144, 44.5477039835325, 34.60549349758696, 24.737806094415596, 18.269787109049883, 16.710307601431303, 9.129106771845285, 0]",177.7753484344656,98,0

RRT_Star,Clear_7,0,0,100,100,"[100, 94.62374544471609, 94.062149615031, 87.50781836382717, 79.74013514085347, 80.54936161646584, 81.24482786540587, 77.33074533136023, 72.24989103956024, 69.64509998289931, 59.66734800100843, 49.7181886530962, 39.73706863994882, 31.631811757020365, 22.69870709641517, 16.860319912444563, 15.471696887335128, 7.071067811865478, 0]","[100, 92.22616152676389, 88.1485785107124, 82.00435300217404, 75.84879853799536, 65.88159469182231, 55.90580767040965, 46.7036363007448, 38.09056950282102, 28.435774655122835, 29.102457029175575, 30.10954603708499, 29.495344699453774, 34.50701943415803, 30.01261834806508, 21.893921710670146, 12.49595777723565, 7.071067811865478, 0]",171.49232857382273,73,0

D_Star,P2,0,0,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 39, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 59, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 97, 97, 97, 97, 97, 97, 98, 99, 100, 100, 100]",146.86500705120537,111,0
D_Star,P3,0,0,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 39, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 97, 97, 97, 97, 97, 97, 97, 97, 98, 99, 100, 100, 100]",146.86500705120537,111,0
D_Star,C1,0,0,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",161.5096679918779,136,0
D_Star,C2,0,0,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",161.5096679918779,136,0
D_Star,C3,0,0,100,100,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 14, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",161.5096679918779,136,0
