"RRT_Star, 5",C4A,0,0,100,100,"[100, 80.87067082054934, 69.57391811196325, 60.02903842263145, 51.31278634332146, 44.505509172609855, 39.11835101030958, 34.3906441494753, 27.277298769538806, 20.807693369328618, 16.726539949786524, 11.176880235951813, 7.283034278325551, 8.216736652560364, 14.530725838077919, 13.716053188379696, 10.704424460301032, 9.799467621008695, 8.436241472333261, 6.644498559817191, 6.71352403807253, 0]","[100, 98.68974123635894, 98.38045199208588, 95.53285088717675, 99.02681099718616, 97.33943001512077, 96.71486351691861, 96.22395706944008, 96.78474039129264, 95.84598133542201, 95.01941581883527, 87.15266548589655, 77.46316578390413, 71.8478153511889, 60.08135618286333, 55.409536087570174, 52.77403071409661, 47.97537831020047, 39.09348419608475, 33.60528732686322, 29.23916200902845, 0]",186.72187850822056,1067

"RRT_Star, 5",C4A,0,0,100,100,"[100, 95.56683649262428, 97.43988861698563, 99.54476938193152, 99.94380065219377, 95.5797256664527, 95.74036128684946, 95.2363351571835, 96.61790343572594, 96.08677624630674, 86.68829883824756, 80.76977618905462, 74.5683127188323, 70.25113092235695, 64.5301327241372, 57.95814481940438, 49.18244471758527, 29.000494114593852, 0]","[100, 71.05517482051859, 62.332097238673214, 60.06640485281481, 48.36716856775867, 37.02448444230375, 30.11542875075568, 29.521638552111096, 18.303008874159755, 18.07205152039135, 11.347875009173569, 11.188510541466623, 10.78553884697011, 7.687474246613446, 4.11510547221191, 3.5486832416353975, 3.657331471261538, 7.679279986391747, 0]",186.4298944120251,1528

"RRT_Star, 5",C4A,0,0,100,100,"[100, 99.05651837025012, 97.19286709700818, 94.40397976835732, 94.18950322797457, 98.4053444329947, 95.89114229379453, 97.16575239949105, 98.40979157559553, 95.13017210207424, 96.58187353783282, 97.05350427594351, 93.84745756069879, 80.62189274759376, 79.16076435509878, 78.29831136385974, 75.54630387025314, 72.76157483821748, 69.42288212360987, 67.0124240050443, 63.244467183008105, 45.60142779649708, 41.585794286037356, 33.95348328825016, 18.954977942044092, 0]","[100, 74.30498470827297, 62.449265140886126, 56.47733323341729, 54.74803228082277, 52.330474593473575, 48.92372317314968, 41.67139159782123, 32.359479999372454, 24.831156989040803, 19.087761490174792, 16.233547774574365, 12.361968898714505, 12.9437297842112, 10.953052021670274, 8.14159365982089, 5.9556813417645404, 5.481042482344978, 4.52942123724821, 4.36063698755027, 5.485018459195945, 9.038683812680615, 11.101899957814009, 8.204329764229069, 5.770217011103885, 0]",194.44699120279842,1865

"RRT_Star, 5",C4A,0,0,100,100,"[100, 96.30586205559099, 94.91810417765096, 97.69801158226103, 75.18309671453697, 45.19213073284225, 47.36281423698158, 28.14175718637728, 15.813719936805715, 0]","[100, 71.53882622609497, 41.57094128117116, 11.700017043347444, 6.254689931247626, 5.518510955145928, 1.044797146883214, 0.24517795615840443, 2.9902462773953697, 0]",194.79807729918937,107

"RRT_Star, 5",C4A,0,0,100,100,"[100, 76.52248041264315, 68.06656479530623, 55.80980197377815, 46.3354375837957, 34.70047509767996, 25.96834290826957, 13.655659974750844, 12.0057335551779, 13.746412823761034, 10.68768038644966, 11.887788683499744, 7.672060575629325, 7.721068593774383, 9.612578593036469, 10.523612022696094, 0.503400942427723, 0]","[100, 96.61978977384655, 95.86844377510937, 95.3776007234546, 99.81523398597858, 95.83741642179378, 98.51135542424598, 97.55134692332007, 88.74590915862174, 81.85894801820976, 78.88087877244662, 70.75377390181193, 63.302310156179, 59.72277520657264, 53.439639488882825, 46.75587644513083, 18.478759019430292, 0]",191.19669703664405,591

